19560601,-3.644227142,11.4095443,1.885059598,5.5187366,7.545392184,3.732830204,9.131363653,5.200676514,0.954689167,2.950300713,1.379792391,-1.466279775,3.073143515,6.784437683,5.295716396,5.388274868,-3.728289417,3.543869092,0.915420449,-6.952663059,6.43148223,-1.656035212,2.152826286,4.764959624,-1.448070132,0.620755794,0.622379064,3.035680294,12.96762168,0.429510008,-3.971944611,2.354195008,2.161059174,0.45188025,4.331090839,1.957453666,-7.259494563,0.376388034,4.390683915,-2.360383248,4.332540976,6.062683318,0.034999631,5.167500734,3.793279248,2.728342251,1.580214766,-0.819639627
19560901,4.051670899,11.38849967,-1.816206437,5.678050041,-1.579268747,0.656235792,-2.063171353,4.478338336,0.758199803,6.380432922,-0.397484597,-7.45943481,1.867056793,-1.33757638,-2.238984768,3.662052432,-1.520942953,-1.317566959,-1.190274812,-9.590602005,-1.654254085,1.496485777,-1.774981263,0.398100256,-1.504298081,1.7947805,-0.040782019,0.730445348,7.174787266,3.239305452,0.944461443,2.652333452,-4.381917749,-2.096143982,0.043615356,-5.515262384,-5.809727808,-1.911438954,3.527545769,0.867350669,2.58125707,3.699424673,-2.345062126,2.219559484,4.184554673,-6.329431977,2.766407523,2.494171555
19561201,8.927974481,11.05428453,4.524192682,6.245931399,8.383142063,1.084798332,-0.151016841,13.00492221,2.171402109,1.658986929,3.346847173,5.648657694,-2.709335644,1.651382273,4.582914727,3.367352807,2.033098571,6.429691536,1.879319628,8.339131186,3.912854706,3.29822408,1.910815329,1.295792224,1.909695031,3.297579994,4.32986566,5.803816805,6.197898249,5.012699286,0.994974554,2.377541469,6.863791794,-1.914695252,-3.428103903,9.550173077,-1.394528477,2.258988227,-0.269161197,1.025560205,5.04775248,1.941645345,6.766851728,0.149330182,3.739690168,5.074093014,1.659494624,-0.835725287
19570301,3.037485094,8.176384738,-0.726059168,5.91276336,5.2004799,4.056368961,-3.629927451,15.4055237,0.514331871,-0.826974805,2.632283156,3.54025893,5.283360244,0.179064712,1.792027529,7.412361092,-1.492732519,3.889121893,2.764020796,5.606413548,1.890536771,0.54280166,2.333474735,-5.099473501,0.602686368,7.028145453,2.678849229,4.056337663,6.302991358,1.007588612,1.075202092,1.683097411,1.643367778,3.513513357,-4.845806397,0.975531812,0.109591278,2.682402235,-4.701132175,2.474545988,2.278067877,3.693397353,4.555988953,2.856136832,2.814143774,5.260386629,1.792837378,3.832992071
19570601,2.173119314,5.764323708,1.603040088,2.679756829,1.673895164,1.340822167,-1.762751079,5.139825103,-0.270727709,0.440411893,-2.227465638,-1.805396139,-0.527305616,-2.227884458,0.112582426,2.241301813,-2.851615097,-3.2948348,-0.414992608,-5.496686593,-3.015524044,-2.270474051,-1.607504554,-4.607016422,-1.615761184,4.75941689,0.489190278,-0.360972663,5.127861726,1.124588366,0.053365654,-2.805541679,-1.022262357,-1.916803847,0.028391065,-1.681599441,-5.650295123,-1.485544436,-1.814464241,-0.828913758,0.33510253,-0.469860778,-7.558132296,2.654322566,3.13752587,1.55323543,-1.674952601,-1.937663862
19570901,0.319830417,8.905315035,3.323718947,0.514485667,5.554071008,-3.892645698,-3.179288526,3.678622533,-1.748675332,5.616257276,-0.143148091,0.22994852,-1.854914315,5.713509416,1.20226043,4.519575808,-6.666583213,0.155318637,-3.414616856,-8.736031761,5.186130758,1.907142939,2.758923928,-2.709689722,-0.204644959,-1.095575105,-3.870987253,-1.393249052,6.07692801,-1.492877786,-0.597834196,3.610557187,-2.051210723,3.034291434,-4.364963258,-1.517091665,-5.909395689,-1.029960922,-2.121676987,-3.398563779,1.452459946,6.34005057,-3.177340679,-0.347055683,0.471184394,-1.856342048,-0.885673047,1.512998523
19571201,-5.230664463,3.036526614,0.768281596,-3.54684615,-0.113103757,-5.381963511,-0.054884445,4.373519194,-1.240792741,-0.386458887,-4.619036272,-5.406334738,-2.994208195,-1.358223853,-4.550441266,-2.965176422,-4.054603664,-3.582315224,-2.70110618,-5.095470291,-2.327593867,1.178932425,-4.040007387,-3.457052616,-1.354394396,-8.122596545,-0.432037577,-4.333109374,3.309674887,-2.914049972,-0.815654753,-0.351109307,-6.539479357,-1.497838733,-4.901255149,-5.858724637,-7.46007597,-1.057197374,2.33807694,-2.490510336,-1.061351708,-1.200861427,-2.881033109,-1.082495457,-6.384055294,-5.810731565,-4.80887501,-0.909214287
19580301,-4.515918688,0.925176499,2.322130444,-4.176028166,-6.634478721,-9.832513497,-4.868481913,-0.71157308,-2.720914277,-1.841558736,-8.022991858,-13.02491239,-3.936693885,-6.329372281,-12.12498744,-5.521268135,-5.417338952,-8.623787653,-5.571331969,-16.97695932,-4.818190147,4.731740744,-4.232529702,-1.71273653,-0.778991192,-5.077564907,-1.452986234,-5.741891866,2.31727523,-5.045081271,0.248976571,-0.958982843,-13.49591216,-5.132386296,-1.833748428,-8.744871317,-1.381517255,-0.492705978,0.583639707,-4.137528161,-1.740581173,-5.97229634,-3.622790387,-2.026656005,-5.634149005,-13.7683052,-5.427755752,0.788480974
19580601,-2.412689105,4.46283534,-1.847906439,-1.399188835,0.381852463,-7.626822205,-8.931811705,0.227194976,-3.023483414,6.164179982,-6.174366614,-9.034779125,0.038129041,0.05423038,-8.174267345,-4.871968252,-4.005203252,-2.992669569,-4.204968275,-14.89872705,-2.881335588,6.002954508,-3.427433443,-2.715829018,1.760873993,1.185040789,-4.076140045,-3.875253322,4.123468533,-4.187352496,-0.454997196,3.122116793,-11.80036258,-3.660669857,-0.492596319,-7.159538433,-4.862390934,0.291846773,0.014300713,0.010324749,-1.664446853,-1.783312058,-0.184837506,-2.262952009,-2.281541638,-15.69096679,-6.532001079,-4.601655687
19580901,3.090754791,11.34852795,4.448561336,6.015609181,6.88652524,-1.299202458,-0.517438151,8.433343574,4.745900261,1.37913594,-0.112135259,5.151417065,2.682945991,-2.121179573,0.382894448,-4.43153286,5.211049455,3.980390985,2.911261013,-2.794098405,1.396110285,6.391828356,1.642216306,2.926518444,1.123574586,17.41426713,6.666827554,1.551173302,9.749562903,1.48038271,4.533096709,3.859783015,1.427223254,0.820829932,4.688017975,1.030802015,4.045608406,3.43804319,3.476020027,2.823734371,1.193146697,7.767099455,2.141651639,1.916177792,5.496569697,2.130621316,1.406349331,6.037215393
